id	item_group_id	title	description	link	image_link	additional_image_link	price	availability	condition	brand	mpn	gtin	size	color	shipping
FE-7E1937A2C9F1XIF-EU39.5/US6.5	15643547468124	Fendi White Leather Low Top Sneakers	The City Sneakers by Fendi combine contemporary style with refined craftsmanship in a sleek slip-on design. Crafted from soft white leather, they feature a wide brown elastic band inspired by the iconic Pequin motif. Handcrafted tone-on-tone tubular Selleria stitching highlights the Maison’s renowned artisanal heritage. The design is completed by a rubber sole enhanced with a hand-applied leather insert, contrasting stitching at the heel, and an embossed Fendi logo. Season: AW26 Composition: 100% Calf Leather upper; 100% Rubber sole	https://noavvo.com/products/fendi-white-calf-leather-bos-taurus-low-top-sneakers?variant=58132327792988	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765685596.jpg?v=1782283200	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765718364.jpg?v=1782283228,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765751132.jpg?v=1782283250,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765783900.jpg?v=1782283269	660.00 GBP	in stock	new	Fendi	FE-7E1937A2C9F1XIF-EU39.5/US6.5	8055380569397	EU39.5/US6.5	White	GB:::0.00 GBP
FE-7E1937A2C9F1XIF-EU40.5/US7.5	15643547468124	Fendi White Leather Low Top Sneakers	The City Sneakers by Fendi combine contemporary style with refined craftsmanship in a sleek slip-on design. Crafted from soft white leather, they feature a wide brown elastic band inspired by the iconic Pequin motif. Handcrafted tone-on-tone tubular Selleria stitching highlights the Maison’s renowned artisanal heritage. The design is completed by a rubber sole enhanced with a hand-applied leather insert, contrasting stitching at the heel, and an embossed Fendi logo. Season: AW26 Composition: 100% Calf Leather upper; 100% Rubber sole	https://noavvo.com/products/fendi-white-calf-leather-bos-taurus-low-top-sneakers?variant=58132327825756	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765685596.jpg?v=1782283200	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765718364.jpg?v=1782283228,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765751132.jpg?v=1782283250,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765783900.jpg?v=1782283269	660.00 GBP	in stock	new	Fendi	FE-7E1937A2C9F1XIF-EU40.5/US7.5	8055380569434	EU40.5/US7.5	White	GB:::0.00 GBP
FE-7E1937A2C9F1XIF-EU41/US8	15643547468124	Fendi White Leather Low Top Sneakers	The City Sneakers by Fendi combine contemporary style with refined craftsmanship in a sleek slip-on design. Crafted from soft white leather, they feature a wide brown elastic band inspired by the iconic Pequin motif. Handcrafted tone-on-tone tubular Selleria stitching highlights the Maison’s renowned artisanal heritage. The design is completed by a rubber sole enhanced with a hand-applied leather insert, contrasting stitching at the heel, and an embossed Fendi logo. Season: AW26 Composition: 100% Calf Leather upper; 100% Rubber sole	https://noavvo.com/products/fendi-white-calf-leather-bos-taurus-low-top-sneakers?variant=58132327858524	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765685596.jpg?v=1782283200	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765718364.jpg?v=1782283228,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765751132.jpg?v=1782283250,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765783900.jpg?v=1782283269	660.00 GBP	in stock	new	Fendi	FE-7E1937A2C9F1XIF-EU41/US8	8055380569458	EU41/US8	White	GB:::0.00 GBP
FE-7E1937A2C9F1XIF-EU41.5/US8.5	15643547468124	Fendi White Leather Low Top Sneakers	The City Sneakers by Fendi combine contemporary style with refined craftsmanship in a sleek slip-on design. Crafted from soft white leather, they feature a wide brown elastic band inspired by the iconic Pequin motif. Handcrafted tone-on-tone tubular Selleria stitching highlights the Maison’s renowned artisanal heritage. The design is completed by a rubber sole enhanced with a hand-applied leather insert, contrasting stitching at the heel, and an embossed Fendi logo. Season: AW26 Composition: 100% Calf Leather upper; 100% Rubber sole	https://noavvo.com/products/fendi-white-calf-leather-bos-taurus-low-top-sneakers?variant=58132327891292	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765685596.jpg?v=1782283200	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765718364.jpg?v=1782283228,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765751132.jpg?v=1782283250,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765783900.jpg?v=1782283269	660.00 GBP	in stock	new	Fendi	FE-7E1937A2C9F1XIF-EU41.5/US8.5	8055380569472	EU41.5/US8.5	White	GB:::0.00 GBP
FE-7E1937A2C9F1XIF-EU42/US9	15643547468124	Fendi White Leather Low Top Sneakers	The City Sneakers by Fendi combine contemporary style with refined craftsmanship in a sleek slip-on design. Crafted from soft white leather, they feature a wide brown elastic band inspired by the iconic Pequin motif. Handcrafted tone-on-tone tubular Selleria stitching highlights the Maison’s renowned artisanal heritage. The design is completed by a rubber sole enhanced with a hand-applied leather insert, contrasting stitching at the heel, and an embossed Fendi logo. Season: AW26 Composition: 100% Calf Leather upper; 100% Rubber sole	https://noavvo.com/products/fendi-white-calf-leather-bos-taurus-low-top-sneakers?variant=58171929133404	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765685596.jpg?v=1782283200	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765718364.jpg?v=1782283228,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765751132.jpg?v=1782283250,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765783900.jpg?v=1782283269	660.00 GBP	in stock	new	Fendi	FE-7E1937A2C9F1XIF-EU42/US9	8055380569496	EU42/US9	White	GB:::0.00 GBP
FE-7E1937A2C9F1XIF-EU43/US10	15643547468124	Fendi White Leather Low Top Sneakers	The City Sneakers by Fendi combine contemporary style with refined craftsmanship in a sleek slip-on design. Crafted from soft white leather, they feature a wide brown elastic band inspired by the iconic Pequin motif. Handcrafted tone-on-tone tubular Selleria stitching highlights the Maison’s renowned artisanal heritage. The design is completed by a rubber sole enhanced with a hand-applied leather insert, contrasting stitching at the heel, and an embossed Fendi logo. Season: AW26 Composition: 100% Calf Leather upper; 100% Rubber sole	https://noavvo.com/products/fendi-white-calf-leather-bos-taurus-low-top-sneakers?variant=58132327629148	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765685596.jpg?v=1782283200	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765718364.jpg?v=1782283228,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765751132.jpg?v=1782283250,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765783900.jpg?v=1782283269	660.00 GBP	in stock	new	Fendi	FE-7E1937A2C9F1XIF-EU43/US10	8055380569236	EU43/US10	White	GB:::0.00 GBP
FE-7E1937A2C9F1XIF-EU44/US11	15643547468124	Fendi White Leather Low Top Sneakers	The City Sneakers by Fendi combine contemporary style with refined craftsmanship in a sleek slip-on design. Crafted from soft white leather, they feature a wide brown elastic band inspired by the iconic Pequin motif. Handcrafted tone-on-tone tubular Selleria stitching highlights the Maison’s renowned artisanal heritage. The design is completed by a rubber sole enhanced with a hand-applied leather insert, contrasting stitching at the heel, and an embossed Fendi logo. Season: AW26 Composition: 100% Calf Leather upper; 100% Rubber sole	https://noavvo.com/products/fendi-white-calf-leather-bos-taurus-low-top-sneakers?variant=58132327661916	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765685596.jpg?v=1782283200	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765718364.jpg?v=1782283228,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765751132.jpg?v=1782283250,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/fendi-white-calf-leather-bos-taurus-low-top-sneakers__70293765783900.jpg?v=1782283269	660.00 GBP	in stock	new	Fendi	FE-7E1937A2C9F1XIF-EU44/US11	8055380569274	EU44/US11	White	GB:::0.00 GBP
FE-790253003-EU35.5/US5.5	15572661961052	Ferragamo Beige Ballet Flats	The Gancini Ballerinas by Ferragamo are crafted from supple calf leather in beige with a rounded toe, finished with a golden Gancini buckle set in a belt-inspired band. A thin leather sole channels the house's signature Florentine shoemaking tradition. Material: Calf leather. Made in Italy.	https://noavvo.com/products/ferragamo-beige-calf-leather-bos-taurus-ballet-flats?variant=57557499019612	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141449371996.jpg?v=1783944674	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141454745948.jpg?v=1783944678,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141459071324.jpg?v=1783944682,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141463789916.jpg?v=1783944686	483.00 GBP	in stock	new	Ferragamo	FE-790253003-EU35.5/US5.5	8017578470786	EU35.5/US5.5	Beige	GB:::0.00 GBP
FE-790253003-EU36/US6	15572661961052	Ferragamo Beige Ballet Flats	The Gancini Ballerinas by Ferragamo are crafted from supple calf leather in beige with a rounded toe, finished with a golden Gancini buckle set in a belt-inspired band. A thin leather sole channels the house's signature Florentine shoemaking tradition. Material: Calf leather. Made in Italy.	https://noavvo.com/products/ferragamo-beige-calf-leather-bos-taurus-ballet-flats?variant=57557498986844	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141449371996.jpg?v=1783944674	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141454745948.jpg?v=1783944678,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141459071324.jpg?v=1783944682,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141463789916.jpg?v=1783944686	483.00 GBP	in stock	new	Ferragamo	FE-790253003-EU36/US6	8017578470793	EU36/US6	Beige	GB:::0.00 GBP
FE-790253003-EU36.5/US6.5	15572661961052	Ferragamo Beige Ballet Flats	The Gancini Ballerinas by Ferragamo are crafted from supple calf leather in beige with a rounded toe, finished with a golden Gancini buckle set in a belt-inspired band. A thin leather sole channels the house's signature Florentine shoemaking tradition. Material: Calf leather. Made in Italy.	https://noavvo.com/products/ferragamo-beige-calf-leather-bos-taurus-ballet-flats?variant=58143653462364	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141449371996.jpg?v=1783944674	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141454745948.jpg?v=1783944678,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141459071324.jpg?v=1783944682,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141463789916.jpg?v=1783944686	483.00 GBP	in stock	new	Ferragamo	FE-790253003-EU36.5/US6.5	8017578470809	EU36.5/US6.5	Beige	GB:::0.00 GBP
FE-790253003-EU37/US7	15572661961052	Ferragamo Beige Ballet Flats	The Gancini Ballerinas by Ferragamo are crafted from supple calf leather in beige with a rounded toe, finished with a golden Gancini buckle set in a belt-inspired band. A thin leather sole channels the house's signature Florentine shoemaking tradition. Material: Calf leather. Made in Italy.	https://noavvo.com/products/ferragamo-beige-calf-leather-bos-taurus-ballet-flats?variant=57557499085148	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141449371996.jpg?v=1783944674	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141454745948.jpg?v=1783944678,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141459071324.jpg?v=1783944682,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141463789916.jpg?v=1783944686	483.00 GBP	in stock	new	Ferragamo	FE-790253003-EU37/US7	8017577301845	EU37/US7	Beige	GB:::0.00 GBP
FE-790253003-EU37.5/US7.5	15572661961052	Ferragamo Beige Ballet Flats	The Gancini Ballerinas by Ferragamo are crafted from supple calf leather in beige with a rounded toe, finished with a golden Gancini buckle set in a belt-inspired band. A thin leather sole channels the house's signature Florentine shoemaking tradition. Material: Calf leather. Made in Italy.	https://noavvo.com/products/ferragamo-beige-calf-leather-bos-taurus-ballet-flats?variant=57577306390876	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141449371996.jpg?v=1783944674	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141454745948.jpg?v=1783944678,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141459071324.jpg?v=1783944682,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141463789916.jpg?v=1783944686	483.00 GBP	in stock	new	Ferragamo	FE-790253003-EU37.5/US7.5	8017578470816	EU37.5/US7.5	Beige	GB:::0.00 GBP
FE-790253003-EU38/US8	15572661961052	Ferragamo Beige Ballet Flats	The Gancini Ballerinas by Ferragamo are crafted from supple calf leather in beige with a rounded toe, finished with a golden Gancini buckle set in a belt-inspired band. A thin leather sole channels the house's signature Florentine shoemaking tradition. Material: Calf leather. Made in Italy.	https://noavvo.com/products/ferragamo-beige-calf-leather-bos-taurus-ballet-flats?variant=58143653495132	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141449371996.jpg?v=1783944674	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141454745948.jpg?v=1783944678,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141459071324.jpg?v=1783944682,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141463789916.jpg?v=1783944686	483.00 GBP	in stock	new	Ferragamo	FE-790253003-EU38/US8	8017578470823	EU38/US8	Beige	GB:::0.00 GBP
FE-790253003-EU39.5/US9.5	15572661961052	Ferragamo Beige Ballet Flats	The Gancini Ballerinas by Ferragamo are crafted from supple calf leather in beige with a rounded toe, finished with a golden Gancini buckle set in a belt-inspired band. A thin leather sole channels the house's signature Florentine shoemaking tradition. Material: Calf leather. Made in Italy.	https://noavvo.com/products/ferragamo-beige-calf-leather-bos-taurus-ballet-flats?variant=58143653527900	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141449371996.jpg?v=1783944674	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141454745948.jpg?v=1783944678,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141459071324.jpg?v=1783944682,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-ballet-flats__70141463789916.jpg?v=1783944686	483.00 GBP	in stock	new	Ferragamo	FE-790253003-EU39.5/US9.5	8017578470854	EU39.5/US9.5	Beige	GB:::0.00 GBP
FE-792730004-EU36.5/US6.5	15646146494812	Ferragamo Beige Calf Leather Mules	The S sculpted heel Mules by Ferragamo, designed by Maximilian Davis, express modern sensuality through an architecture-inspired design. The elongated toe and V-shaped vamp blend with enveloping lines that enhance the silhouette, while the sculptural heel adds a distinctive and sophisticated touch. An essential yet bold style, designed for contemporary feminine looks. Season: SS26 Composition: 100% Calf Leather	https://noavvo.com/products/ferragamo-beige-calf-leather-mules?variant=58143656313180	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286679900.jpg?v=1782461980	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286712668.jpg?v=1782461990,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286745436.jpg?v=1782461998,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286778204.jpg?v=1782462017	565.00 GBP	in stock	new	Ferragamo	FE-792730004-EU36.5/US6.5	8017581178129	EU36.5/US6.5	Beige	GB:::0.00 GBP
FE-792730004-EU37/US7	15646146494812	Ferragamo Beige Calf Leather Mules	The S sculpted heel Mules by Ferragamo, designed by Maximilian Davis, express modern sensuality through an architecture-inspired design. The elongated toe and V-shaped vamp blend with enveloping lines that enhance the silhouette, while the sculptural heel adds a distinctive and sophisticated touch. An essential yet bold style, designed for contemporary feminine looks. Season: SS26 Composition: 100% Calf Leather	https://noavvo.com/products/ferragamo-beige-calf-leather-mules?variant=58143656345948	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286679900.jpg?v=1782461980	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286712668.jpg?v=1782461990,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286745436.jpg?v=1782461998,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286778204.jpg?v=1782462017	565.00 GBP	in stock	new	Ferragamo	FE-792730004-EU37/US7	8017581178730	EU37/US7	Beige	GB:::0.00 GBP
FE-792730004-EU37.5/US7.5	15646146494812	Ferragamo Beige Calf Leather Mules	The S sculpted heel Mules by Ferragamo, designed by Maximilian Davis, express modern sensuality through an architecture-inspired design. The elongated toe and V-shaped vamp blend with enveloping lines that enhance the silhouette, while the sculptural heel adds a distinctive and sophisticated touch. An essential yet bold style, designed for contemporary feminine looks. Season: SS26 Composition: 100% Calf Leather	https://noavvo.com/products/ferragamo-beige-calf-leather-mules?variant=58143656378716	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286679900.jpg?v=1782461980	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286712668.jpg?v=1782461990,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286745436.jpg?v=1782461998,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286778204.jpg?v=1782462017	565.00 GBP	in stock	new	Ferragamo	FE-792730004-EU37.5/US7.5	8017581178747	EU37.5/US7.5	Beige	GB:::0.00 GBP
FE-792730004-EU38/US8	15646146494812	Ferragamo Beige Calf Leather Mules	The S sculpted heel Mules by Ferragamo, designed by Maximilian Davis, express modern sensuality through an architecture-inspired design. The elongated toe and V-shaped vamp blend with enveloping lines that enhance the silhouette, while the sculptural heel adds a distinctive and sophisticated touch. An essential yet bold style, designed for contemporary feminine looks. Season: SS26 Composition: 100% Calf Leather	https://noavvo.com/products/ferragamo-beige-calf-leather-mules?variant=58143656411484	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286679900.jpg?v=1782461980	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286712668.jpg?v=1782461990,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286745436.jpg?v=1782461998,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286778204.jpg?v=1782462017	565.00 GBP	in stock	new	Ferragamo	FE-792730004-EU38/US8	8017581178754	EU38/US8	Beige	GB:::0.00 GBP
FE-792730004-EU38.5/US8.5	15646146494812	Ferragamo Beige Calf Leather Mules	The S sculpted heel Mules by Ferragamo, designed by Maximilian Davis, express modern sensuality through an architecture-inspired design. The elongated toe and V-shaped vamp blend with enveloping lines that enhance the silhouette, while the sculptural heel adds a distinctive and sophisticated touch. An essential yet bold style, designed for contemporary feminine looks. Season: SS26 Composition: 100% Calf Leather	https://noavvo.com/products/ferragamo-beige-calf-leather-mules?variant=58143656444252	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286679900.jpg?v=1782461980	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286712668.jpg?v=1782461990,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286745436.jpg?v=1782461998,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286778204.jpg?v=1782462017	565.00 GBP	in stock	new	Ferragamo	FE-792730004-EU38.5/US8.5	8017581178761	EU38.5/US8.5	Beige	GB:::0.00 GBP
FE-792730004-EU39/US9	15646146494812	Ferragamo Beige Calf Leather Mules	The S sculpted heel Mules by Ferragamo, designed by Maximilian Davis, express modern sensuality through an architecture-inspired design. The elongated toe and V-shaped vamp blend with enveloping lines that enhance the silhouette, while the sculptural heel adds a distinctive and sophisticated touch. An essential yet bold style, designed for contemporary feminine looks. Season: SS26 Composition: 100% Calf Leather	https://noavvo.com/products/ferragamo-beige-calf-leather-mules?variant=58143656477020	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286679900.jpg?v=1782461980	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286712668.jpg?v=1782461990,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286745436.jpg?v=1782461998,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286778204.jpg?v=1782462017	565.00 GBP	in stock	new	Ferragamo	FE-792730004-EU39/US9	8017581178778	EU39/US9	Beige	GB:::0.00 GBP
FE-792730004-EU39.5/US9.5	15646146494812	Ferragamo Beige Calf Leather Mules	The S sculpted heel Mules by Ferragamo, designed by Maximilian Davis, express modern sensuality through an architecture-inspired design. The elongated toe and V-shaped vamp blend with enveloping lines that enhance the silhouette, while the sculptural heel adds a distinctive and sophisticated touch. An essential yet bold style, designed for contemporary feminine looks. Season: SS26 Composition: 100% Calf Leather	https://noavvo.com/products/ferragamo-beige-calf-leather-mules?variant=58143656509788	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286679900.jpg?v=1782461980	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286712668.jpg?v=1782461990,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286745436.jpg?v=1782461998,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286778204.jpg?v=1782462017	565.00 GBP	in stock	new	Ferragamo	FE-792730004-EU39.5/US9.5	8017581699181	EU39.5/US9.5	Beige	GB:::0.00 GBP
FE-792730004-EU40/US10	15646146494812	Ferragamo Beige Calf Leather Mules	The S sculpted heel Mules by Ferragamo, designed by Maximilian Davis, express modern sensuality through an architecture-inspired design. The elongated toe and V-shaped vamp blend with enveloping lines that enhance the silhouette, while the sculptural heel adds a distinctive and sophisticated touch. An essential yet bold style, designed for contemporary feminine looks. Season: SS26 Composition: 100% Calf Leather	https://noavvo.com/products/ferragamo-beige-calf-leather-mules?variant=58143656280412	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286679900.jpg?v=1782461980	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286712668.jpg?v=1782461990,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286745436.jpg?v=1782461998,https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-mules__70307286778204.jpg?v=1782462017	565.00 GBP	in stock	new	Ferragamo	FE-792730004-EU40/US10	8017581699198	EU40/US10	Beige	GB:::0.00 GBP
FE-794039081-90 CM / 36 INCHES	15635479003484	Ferragamo Beige Calf Leather Regular Belt	The reversible leather Gancini Belt by Ferragamo is a clean, monochrome accessory designed for discreet and versatile elegance. Its reversible construction makes it practical and suitable for both formal and casual looks. The buckle featuring the iconic reinterpreted Gancini logo signs the piece with a distinctive and timeless house detail. With a 3 cm width, it is a refined and functional finishing touch for any outfit. Season: AW26 Composition: 100% Calf Leather	https://noavvo.com/products/ferragamo-beige-calf-leather-bos-taurus-regular-belt?variant=58099972505948	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-regular-belt__70236578873692.jpg?v=1781847469	https://cdn.shopify.com/s/files/1/1007/3266/6204/files/ferragamo-beige-calf-leather-bos-taurus-regular-belt__70236578906460.jpg?v=1781847480	354.00 GBP	in stock	new	Ferragamo	FE-794039081-90 CM / 36 INCHES	8017582388657	90 cm / 36 Inches	Beige	GB:::0.00 GBP
